word,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25
diet,a-bookshelf-filled-with-cookbooks-and-nutrition-guides,"a-set-of-healthy-snacks,-such-as-nuts-and-dried-fruits,-on-a-coffee-table",a-person-holding-a-yoga-mat-in-a-home-exercise-room,a-plate-of-grilled-chicken-and-roasted-vegetables-on-a-dinner-table,a-calendar-with-meal-planning-notes-on-a-refrigerator-door,a-person-practicing-deep-breathing-exercises-in-a-quiet-room,a-set-of-exercise-dumbbells-on-a-home-gym-floor,a-person-journaling-about-their-eating-habits-in-a-notebook,a-refrigerator-stocked-with-healthy-snacks-and-drinks,a-box-of-low-carb-granola-bars-on-a-kitchen-countertop,a-bowl-of-steaming-hot-oatmeal-on-a-breakfast-table,a-kitchen-with-a-large-cookbook-collection-on-a-bookshelf,a-plate-of-fresh-vegetables-and-fruits-on-a-wooden-table,a-fruit-and-vegetable-crisper-drawer-in-a-refrigerator,a-person-sipping-a-green-smoothie-from-a-glass-on-a-patio,a-calendar-with-a-meal-planning-schedule-marked,a-nutrition-label-on-a-packaged-food-item,a-person-running-on-a-treadmill-in-a-home-gym,a-set-of-measuring-cups-and-a-kitchen-scale-on-a-kitchen-counter,a-set-of-measuring-cups-and-spoons-on-a-kitchen-island,a-set-of-measuring-cups-and-spoons-on-a-kitchen-countertop,"a-set-of-healthy-snacks,-such-as-nuts-and-fruits,-on-a-coffee-table",a-person-savoring-a-delicious-meal-at-a-restaurant-with-a-beautiful-view,a-salad-bar-with-various-greens-and-toppings-in-a-restaurant,a-shelf-filled-with-jars-of-homemade-sauces-and-condiments
difference,a-highlighted-section-of-a-book-with-a-note-in-the-margin-saying-'contrast',a-split-screen-image-of-a-person-speaking-two-different-languages,a-person-pointing-to-a-slight-discrepancy-between-two-seemingly-identical-objects,a-person-holding-up-two-slightly-different-sizes-of-the-same-item,"a-map-with-two-routes-highlighted,-one-being-faster-or-more-efficient",a-person-discussing-the-differences-between-two-different-historical-events,a-person-pointing-out-the-differences-between-two-different-types-of-trees,a-sign-that-says-'exit'-on-one-side-and-'entrance'-on-the-other,a-table-comparing-the-features-of-two-different-smartphones,a-diagram-showing-the-differences-between-two-different-types-of-cells,a-person-comparing-the-price-of-two-identical-items-at-different-stores,a-person-holding-up-a-'yes'-and-'no'-sign,"a-chart-comparing-two-different-types-of-data,-with-distinct-patterns-and-trends",a-person-weighing-the-pros-and-cons-of-two-different-job-offers,a-set-of-different-colored-markers-on-a-desk,"a-game-of-'rock,-paper,-scissors'-with-different-hand-gestures",a-graph-illustrating-the-discrepancy-between-two-data-sets,a-set-of-different-colored-flags-representing-different-countries,a-chart-showing-the-nutritional-differences-between-two-different-foods,"a-pair-of-shoes-with-one-being-worn-down,-illustrating-the-difference-in-usage",a-person-pointing-to-the-contrasting-colors-of-two-leaves,"a-person-comparing-two-similar-looking-fabrics,-with-one-being-a-bit-darker",a-comparison-of-two-products-on-a-store-shelf,a-person-pointing-out-the-differences-between-two-different-types-of-flowers,a-graph-showing-two-different-data-sets-with-distinct-patterns
dinner,a-person-placing-a-plate-of-leftovers-in-the-refrigerator,a-stack-of-freshly-baked-dinner-rolls-on-a-wire-rack,a-dinner-party-with-candles-and-soft-music,a-person-expertly-sautéing-vegetables-in-a-pan,a-festive-holiday-table-with-a-decorated-centerpiece-and-multiple-courses,a-chef-sprinkling-grated-cheese-on-a-baked-pasta-dish,a-person-pouring-wine-into-a-glass-at-a-dinner-party,a-family-gathered-around-a-long-wooden-dinner-table,"a-warm,-golden-brown-roasted-chicken-on-a-plate",a-kitchen-filled-with-the-aroma-of-freshly-baked-bread,a-bottle-of-red-wine-and-a-glass-on-a-formal-dining-table,a-serving-of-mashed-potatoes-with-a-pat-of-butter-in-a-ceramic-bowl,a-table-setting-with-a-white-tablecloth-and-fine-china,a-plate-of-savory-meatballs-with-marinara-sauce,a-traditional-thanksgiving-turkey-with-stuffing-and-gravy,a-chef-expertly-chopping-vegetables-on-a-stainless-steel-kitchen-counter,a-person-carefully-plating-a-dish-with-garnishes-and-sauces,a-slice-of-warm-apple-pie-with-a-scoop-of-vanilla-ice-cream,a-chef-expertly-searing-a-steak-in-a-hot-skillet,a-glass-of-red-wine-with-a-wine-label-on-a-wooden-dinner-table,a-warm-baguette-on-a-plate-with-a-pat-of-butter-and-a-knife,a-kitchen-filled-with-the-aroma-of-baking-cookies,a-person-holding-a-wooden-spoon-while-stirring-a-large-pot-on-the-stovetop,a-person-holding-a-wooden-spoon-over-a-bubbling-pot-of-soup,a-glass-of-chilled-white-wine-on-a-summer-evening
disease,a-medical-researcher-studying-a-petri-dish-in-a-lab,a-person-taking-medication-pills-with-a-glass-of-water,a-doctor-examining-a-patient's-throat-with-a-flashlight,a-person-holding-a-bottle-of-antibiotics-on-a-kitchen-counter,a-person-with-a-bandage-on-their-arm-or-leg,a-doctor-explaining-something-to-a-patient-with-a-worried-expression,a-person-coughing-into-a-tissue-in-a-crowded-public-place,a-person-with-a-thermometer-under-their-tongue,a-doctor-studying-a-microscope-slide-in-a-lab,"a-person-lying-in-bed-with-a-temperature,-surrounded-by-medicine-bottles-and-a-thermometer","a-person-coughing-into-a-tissue,-sitting-on-a-couch-with-a-box-of-kleenex-nearby",a-person-with-a-cast-or-sling-sitting-on-a-couch,a-person-wearing-a-surgical-mask-in-a-crowded-shopping-mall,a-doctor-in-a-hazmat-suit-holding-a-test-tube,a-row-of-hospital-beds-in-a-hospital-ward,"a-person-resting-in-a-recovery-room,-with-a-nurse-checking-their-vital-signs",a-sign-on-a-door-that-says-'quarantine',a-lab-technician-examining-a-petri-dish-with-bacteria,a-person-getting-a-blood-test-at-a-lab,a-nurse-administering-a-vaccination-to-a-child,a-doctor-explaining-something-to-a-patient-in-a-hospital-room,a-prescription-bottle-of-medication-on-a-bathroom-counter,"a-person-wearing-a-hospital-gown,-waiting-for-a-doctor's-examination",a-doctor-writing-a-prescription-on-a-pad-of-paper,a-person-receiving-an-injection-or-a-flu-shot-from-a-healthcare-worker
disgrace,a-person's-name-scratched-off-a-school's-honor-roll-board,a-person's-face-in-a-mugshot-photo-with-a-caption-like-'arrested-for-public-indecency',a-person-being-shunned-by-their-community-for-their-actions,a-person-being-booed-off-stage-by-a-disapproving-audience,a-group-of-people-whispering-and-pointing-at-each-other-in-a-cafeteria,a-person-being-yelled-at-by-a-coach-on-a-sports-field,a-broken-and-discarded-championship-belt-in-a-junkyard,a-group-of-people-staring-or-pointing-at-a-person-who-has-made-a-mistake,"a-school-principal-speaking-to-a-group-of-students,-looking-stern",a-broken-and-discarded-award-sitting-in-a-landfill,a-broken-and-discarded-trophy-in-a-dusty-attic,"a-person-being-stripped-of-their-title-or-rank,-with-a-loss-of-status-or-privilege",a-businessman-being-led-away-in-handcuffs-by-police,a-person-covering-their-face-in-shame-in-front-of-a-large-crowd,a-person-being-lectured-by-a-disappointed-parent-in-a-living-room,a-'closed'-sign-on-a-business-storefront,a-torn-and-stained-wedding-dress-hanging-in-a-closet,a-judge-banging-a-gavel-in-a-crowded-courtroom,a-person-being-forced-to-return-a-stolen-item-to-its-rightful-owner,"a-room-filled-with-unmade-beds,-dirty-laundry,-and-disarray",a-broken-and-rusty-award-displayed-on-a-dusty-shelf,a-person-being-scolded-by-a-strict-authority-figure-in-a-school-hallway,a-person-standing-in-front-of-a-'fired'-sign-on-a-office-door,a-person-struggling-to-meet-the-gaze-of-a-disapproving-authority-figure,"a-person-covering-their-face-in-shame,-standing-alone-on-a-crowded-street"
display,a-digital-display-on-a-vending-machine-in-a-school-hallway,a-projector-screen-set-up-in-a-conference-room-for-a-presentation,a-gaming-console-displaying-a-popular-game's-menu,a-television-displaying-a-music-video-in-a-living-room,a-gamer-sitting-in-front-of-a-large-gaming-monitor,a-gamer's-console-setup-with-multiple-screens-and-controllers,a-large-screen-displaying-a-movie-in-a-darkened-theater,a-tv-displaying-a-news-broadcast-in-a-hotel-lobby,a-led-display-board-displaying-traffic-updates-on-a-highway,a-video-game-display-on-a-tv-with-a-controller-in-a-living-room,a-smartphone-screen-showing-a-video-streaming-service,a-display-of-products-at-a-retail-store,a-museum-exhibit-with-interactive-displays-and-touchscreens,a-display-of-awards-and-trophies-on-a-shelf-in-a-office-building,a-digital-photo-frame-displaying-a-slideshow,a-digital-menu-board-at-a-fast-food-restaurant,a-digital-display-on-a-traffic-light-at-an-intersection,a-television-display-showing-a-cooking-show,a-digital-signage-display-on-a-city-bus-advertising-local-events,a-computer-screen-with-a-3d-model-of-a-cityscape-in-a-software-development-office,a-smart-phone-held-in-a-person's-hand-to-watch-a-video,a-video-wall-displaying-multiple-screens-in-a-control-room,a-large-screen-tv-mounted-on-a-wall-in-a-living-room,a-digital-display-of-the-weather-forecast-on-a-public-transportation-hub,a-presentation-board-with-a-projector-and-screen-in-a-classroom
dispute,a-group-of-coworkers-standing-around-a-conference-table-discussing-a-problem,a-crowd-of-people-shouting-and-holding-signs-in-a-city-street-protest,a-judge-looking-at-a-defendant-with-a-stern-expression,a-lawyer-objecting-to-a-question-during-a-trial,a-group-of-people-gathered-around-a-table-arguing-over-a-map-or-document,a-raised-hand-with-a-finger-pointing-at-someone-during-a-heated-argument,a-person-looking-at-a-calendar-with-a-worried-expression,a-lawyer-and-a-client-sitting-in-a-consultation-room-discussing-a-case,"a-mediator-sitting-between-two-arguing-parties-in-a-calm,-neutral-room","a-pair-of-people-standing-with-their-backs-to-each-other,-not-looking-at-each-other","a-person-pacing-back-and-forth-in-a-small,-cluttered-office",a-person-shaking-their-fist-at-someone-across-a-table-in-a-mediation-session,a-group-of-people-arguing-around-a-conference-table,a-person-crossing-their-arms-and-looking-uncooperative,two-people-shouting-at-each-other-in-a-crowded-courtroom,a-mediator-sitting-between-two-disputing-parties-in-a-neutral-room,a-person-with-a-red-face-and-raised-voice-in-a-family-dinner-setting,a-person-writing-furious-notes-on-a-pad-of-paper-in-a-quiet-corner,a-person-scribbling-on-a-whiteboard-during-a-brainstorming-session,a-person-being-interviewed-by-a-journalist-during-a-heated-debate,a-person-scribbling-notes-on-a-pad-during-a-heated-discussion,a-person-holding-a-microphone-during-a-heated-debate-on-live-tv,a-person-being-escorted-away-by-police-in-handcuffs,a-politician-shaking-hands-with-an-opponent-in-a-debate,a-person-reading-from-a-script-during-a-mock-trial
distance,"a-satellite-image-of-a-city-at-night,-with-many-lights-visible",a-ship-disappearing-over-the-horizon,a-speedometer-in-a-car-showing-a-high-speed,"a-person-standing-on-a-mountaintop,-arms-outstretched-and-looking-out-at-the-view","a-person-hiking-through-a-dense,-foggy-forest",a-speedometer-on-a-car-dashboard-showing-a-high-speed,a-camera-lens-with-a-long-focal-length-for-capturing-distant-subjects,"a-car's-rearview-mirror-reflecting-a-long,-curved-road-disappearing-into-the-distance","a-runner-jogging-along-a-long,-straight-road","a-plane-flying-high-in-the-sky,-with-a-tiny-speck-in-the-distance","a-train's-headlights-shining-down-the-tracks,-illuminating-the-dark-distance-ahead",a-pair-of-binoculars-being-used-to-observe-a-bird-in-the-distance,"a-diver-plunging-into-the-depths-of-a-calm,-blue-ocean","a-person-standing-at-the-edge-of-a-large,-empty-parking-lot","a-tiny-figure-of-a-person-on-a-beach,-with-a-vast-ocean-in-the-background",a-hot-air-balloon-soaring-high-above-the-ground,"a-bird-flying-high-above-the-ground,-looking-down-at-the-landscape-below",a-photograph-of-a-family-waving-goodbye-to-a-traveler-departing-on-a-ship,a-gps-device-displaying-a-route-with-multiple-stops-along-the-way,a-person-looking-through-a-telescope-to-observe-a-star-or-planet,a-map-of-the-world-with-many-different-locations-marked,a-person-standing-on-a-dock-watching-a-sailboat-disappear-over-the-horizon,a-radar-screen-displaying-a-long-range-weather-forecast,"a-person-holding-a-map,-trying-to-get-their-bearings-in-a-unfamiliar-city",a-hiker-looking-out-at-a-mountain-range-from-a-great-height
distress,a-person-experiencing-a-panic-attack-in-a-crowded-elevator,"a-person-feeling-hopeless-and-trapped-in-a-small,-cramped-space","a-person's-eyes-avoiding-eye-contact,-clearly-feeling-anxious-or-ashamed","a-person-experiencing-a-sudden,-intense-headache",a-hospital-patient-lying-in-bed-with-an-oxygen-mask-and-iv-tubes,a-group-of-people-in-a-refugee-camp-with-tents-and-makeshift-shelters,a-news-anchor-delivering-a-breaking-report-with-a-serious-expression-and-a-somber-background,"a-person-showing-emotional-distress-after-a-breakup,-such-as-packing-boxes-and-crying",a-police-officer-comforting-a-shaken-eyewitness-at-a-crime-scene,a-person's-hands-shaking-while-holding-a-cup-of-coffee-in-a-crowded-coffee-shop,a-fire-engine-speeding-down-a-city-street-with-sirens-blaring,"a-group-of-people-huddled-together,-trying-to-comfort-a-friend-who-has-just-received-bad-news",a-fire-alarm-blaring-in-a-high-rise-office-building,a-rescue-team-working-to-free-a-person-trapped-under-a-pile-of-debris,a-burning-building-with-flames-engulfing-the-upper-floors,a-person's-body-tense-while-standing-in-line-for-a-long-time,a-doctor-delivering-bad-news-to-a-patient-in-a-hospital-room,a-group-of-people-mourning-the-loss-of-a-loved-one-at-a-funeral-service,a-news-report-of-a-plane-crash-on-a-tv-screen,a-person-crying-uncontrollably-in-a-therapist's-office,"a-person-holding-a-photo-of-a-loved-one-who-has-passed-away,-with-tears-streaming-down-their-face",a-person-screaming-in-frustration-while-stuck-in-a-long-traffic-jam,a-person-holding-a-candle-during-a-vigil-for-a-loved-one-who-has-passed-away,a-person-being-comforted-by-a-therapist-in-a-cozy-office-with-a-calm-atmosphere,a-person-crying-in-a-therapist's-office-during-a-session
doctor,a-person-filling-out-a-medical-form-at-a-doctor's-office,a-medical-team-gathered-around-a-patient's-bed-in-a-hospital-room,a-nurse-calling-a-doctor-to-a-patient's-room,a-waiting-room-filled-with-chairs-and-magazines,a-doctor-holding-a-thermometer-under-a-patient's-tongue,a-doctor-writing-in-a-patient's-medical-chart,a-prescription-pad-lying-on-a-cluttered-desk-in-a-small-office,a-hospital-room-with-a-bed-and-medical-equipment,a-doctor-in-a-lab-coat-holding-a-clipboard,a-doctor-pointing-to-an-x-ray-image-on-a-screen,"a-patient-lying-on-an-examination-table,-surrounded-by-medical-equipment",a-doctor-in-a-scrub-top-holding-a-pair-of-surgical-scissors,a-person-lying-on-a-doctor's-examination-table,a-stethoscope-draped-over-a-hook-on-a-hospital-wall,a-doctor-writing-on-a-patient's-chart-with-a-pen,a-nurse-administering-a-shot-to-a-patient-in-a-hospital-bed,a-person-sitting-in-a-waiting-room-with-a-clipboard-and-pen,a-doctor-in-a-sterile-room-wearing-a-gown-and-cap,a-doctor's-hands-holding-a-pair-of-forceps-during-surgery,a-patient-being-wheeled-out-of-a-hospital-room-in-a-wheelchair,a-nurse-holding-a-clipboard-and-reviewing-a-patient's-chart,a-nurse-handing-a-doctor-a-chart-with-a-patient's-file,a-doctor-wearing-gloves-and-a-mask-while-examining-a-patient,a-doctor-talking-to-a-patient-in-a-private-office,a-nurse-pushing-a-cart-with-medical-supplies-through-a-hospital-hallway
dollar,a-credit-card-statement-on-a-computer-screen,a-bank-teller-handing-a-customer-a-dollar-bill,a-stack-of-$20-bills-in-a-cash-register,a-stack-of-dollar-bills-being-placed-into-a-safe,a-person-using-a-money-counter-to-count-stacks-of-bills,a-person-saving-money-in-a-clear-plastic-savings-jar,a-person-using-a-money-counter-to-count-change,a-person-tipping-a-waiter-at-a-restaurant,a-dollar-bill-being-torn-in-half-by-someone,a-person-using-a-money-app-on-their-smartphone,a-cash-register-at-the-checkout-counter-of-a-convenience-store,a-piggy-bank-sitting-on-a-dresser-with-coins-spilling-out,a-person-taking-money-from-a-cash-register,a-stack-of-hundred-dollar-bills-in-a-locked-safe,a-person-using-an-atm-machine,a-person-holding-a-wad-of-cash-in-their-hand,a-dollar-bill-on-a-money-clip-attached-to-a-keychain,a-person-receiving-cash-from-a-atm-machine,a-person-shopping-online-with-a-paypal-account,a-person-pinning-a-coupon-to-a-refrigerator,a-dollar-bill-being-used-to-make-a-bet-at-a-casino,a-person-placing-a-dollar-bill-into-a-charity-box,a-stack-of-coins-on-a-metal-counter-in-a-bank,a-credit-card-terminal-on-a-retail-checkout-counter,a-person-counting-a-stack-of-$100-bills-on-a-wooden-desk
donor,a-person's-hands-holding-a-donation-envelope-with-a-check-inside,a-donor-receiving-a-cookie-and-a-glass-of-water-after-giving-blood,a-donor-being-given-a-cold-drink-and-a-snack-after-giving-blood,a-food-bank-or-pantry-with-volunteers-and-donations-on-shelves,a-blood-donation-center-with-a-photo-of-a-person-who-has-received-a-life-saving-transplant,a-list-of-required-documents-displayed-on-a-wall-at-a-blood-donation-center,"a-person-sitting-at-a-desk,-filling-out-a-check-or-online-donation-form",a-charity-event-with-a-live-auction-or-fundraising-appeal,a-person-sitting-in-a-waiting-room-with-a-book-or-magazine-at-a-blood-donation-center,a-person-delivering-a-donation-of-goods-or-services-to-a-local-organization,a-'volunteer'-or-'donate'-sign-at-a-community-event-or-festival,a-person-lying-down-on-a-bed-with-an-iv-needle-inserted-in-their-arm,a-person-writing-a-check-or-using-a-debit-card-to-donate-at-a-store,a-person-standing-at-a-registration-desk-with-a-clipboard-and-a-name-tag,a-blood-donation-center-with-a-sign-in-desk-and-a-waiting-area,a-charity-worker-standing-at-a-street-corner-with-a-sign-and-a-collection-box,a-person-volunteering-their-time-at-a-local-charity-or-non-profit,a-doctor-in-a-hospital-lab-coat-giving-a-blood-sample-to-a-nurse,a-person-dropping-off-a-box-of-donations-at-a-local-shelter-or-charity,a-medical-professional-explaining-the-donation-process-to-a-potential-donor,a-person-holding-a-check-with-a-large-amount-written-on-it,a-poster-in-a-public-library-promoting-organ-donation,a-medical-professional-inserting-a-needle-into-a-vein,a-person's-arm-with-a-tourniquet-in-place-before-donating,a-hospital-room-with-a-bed-and-medical-equipment-nearby
doorway,"a-person-holding-a-door-open-with-one-hand,-smiling",a-person-unlocking-a-door-with-a-key-and-pushing-it-open,a-person-pushing-a-stroller-through-a-doorway-in-a-residential-building,a-doorway-with-a-sign-reading-'please-do-not-enter'-in-a-cautionary-tone,"a-doorway-with-a-large,-decorative-wreath-on-the-wall",a-person-inserting-a-key-into-a-lock-on-a-door,a-doorway-with-a-threshold-and-a-welcome-mat-at-the-entrance,a-doorway-with-a-sign-that-says-'private-property',a-person-holding-a-suitcase-and-standing-in-front-of-a-plane-door,a-person-opening-a-door-to-reveal-a-large-living-room-with-a-fireplace,a-doorway-with-a-coat-rack-and-a-mirror-hanging-above-it,"a-doorway-with-a-wooden-door-frame,-a-doorknob,-and-a-lock","a-small,-metal-door-on-a-vending-machine",a-doorway-with-a-large-wooden-beam-and-stone-walls-in-a-medieval-village,"a-small,-metal-door-on-a-filing-cabinet",a-metal-door-with-a-keycard-reader-and-a-security-camera,a-person-inserting-a-credit-card-into-a-digital-keypad-on-the-side-of-a-door,"a-person-standing-in-front-of-a-large,-wooden-doorway-with-a-pair-of-stone-columns",a-person-stepping-through-a-doorway-into-a-new-room,a-person-walking-through-a-doorway-in-a-busy-office-building,a-doorway-with-a-security-screen-door-and-a-lock,a-doorframe-with-a-sign-reading-'entrance'-in-bold-letters,"a-doorway-with-a-sign-reading-'emergency-exit'-in-bold,-red-letters",a-doorway-with-a-heavy-iron-gate-and-a-sign-that-says-'private-property',"a-person-standing-in-a-doorway,-holding-a-cup-of-coffee"
